equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.54476,0.54636,0.54749,0.52681,0.68013,0.5416,0.53286,0.52141,0.52358,0.53736,0.52182,0.52423,0.53251,0.5323,0.52949,0.52196,0.52479,0.53011,0.5544,0.53232,0.52442,0.54676,0.54417,0.52891,0.52779,0.52861,0.53636,0.52238,
0.8888,0.89202,0.90619,0.88618,0.84628,0.90997,0.88129,0.88713,0.87634,0.92615,0.86802,0.86946,0.8587,0.87077,0.86696,0.86695,0.87337,0.86134,0.86352,0.87037,0.87374,0.89542,0.89776,0.87741,0.8893,0.89318,0.87264,0.8784,
0.52291,0.52318,0.53028,0.52213,0.50441,0.53124,0.51464,0.52196,0.5141,0.53602,0.50887,0.51187,0.50577,0.51149,0.51335,0.51011,0.5146,0.50603,0.5068,0.51487,0.51413,0.52657,0.53057,0.51599,0.52085,0.52258,0.51262,0.51582,
0.40272,0.39999,0.4099,0.401,0.39057,0.40462,0.3888,0.40712,0.39027,0.39717,0.38804,0.39708,0.39156,0.39284,0.4071,0.39018,0.39212,0.38902,0.38445,0.40568,0.39224,0.40538,0.40277,0.39411,0.396,0.39865,0.39269,0.40063,
0.92039,0.91969,0.91385,0.86543,1.389,0.88658,0.88234,0.85249,0.85973,0.84827,0.86304,0.87545,0.91061,0.89619,0.9024,0.86593,0.86806,0.89807,0.96835,0.90598,0.86676,0.92059,0.90637,0.8779,0.86159,0.8616,0.90648,0.86165,
0.52923,0.53632,0.54271,0.52148,0.53864,0.54857,0.53529,0.51836,0.52403,0.57055,0.51989,0.51266,0.51085,0.5205,0.50177,0.51463,0.51737,0.51558,0.52806,0.50657,0.51867,0.53315,0.53053,0.52197,0.53225,0.53459,0.52301,0.51835,
0.40003,0.39989,0.40652,0.39835,0.39057,0.40573,0.3925,0.39981,0.39172,0.40724,0.38839,0.39192,0.38752,0.39117,0.39482,0.38919,0.39201,0.3872,0.38743,0.39547,0.39193,0.40278,0.40353,0.39363,0.39712,0.39887,0.39187,0.39515,
0.53283,0.53089,0.542,0.52875,0.53233,0.53674,0.51783,0.53417,0.51741,0.53114,0.51434,0.52319,0.51783,0.52032,0.53285,0.51609,0.5188,0.51551,0.51423,0.53219,0.51898,0.53627,0.53335,0.52168,0.52472,0.52778,0.52082,0.52736,
0.40206,0.40183,0.4097,0.39918,0.39706,0.40764,0.39387,0.40215,0.3924,0.40776,0.38974,0.39412,0.39001,0.39316,0.39828,0.39014,0.3923,0.38937,0.38949,0.39854,0.39257,0.4048,0.40307,0.39458,0.39813,0.40034,0.39373,0.39768,
0.93741,0.93269,0.95737,0.93345,0.89479,0.94673,0.90917,0.94872,0.91054,0.93476,0.90553,0.92439,0.91058,0.9153,0.94448,0.90862,0.91248,0.90614,0.89488,0.9416,0.91346,0.94394,0.93541,0.91801,0.92495,0.93174,0.91477,0.93431,
0.39753,0.39366,0.40211,0.39835,0.3768,0.39737,0.38174,0.40312,0.38593,0.3883,0.38275,0.39264,0.38617,0.38723,0.40346,0.38655,0.38957,0.38316,0.37684,0.40191,0.38894,0.40013,0.40164,0.3902,0.39093,0.39289,0.38702,0.39538,
0.88777,0.88097,0.89908,0.87864,0.92205,0.88431,0.85299,0.88908,0.85513,0.86117,0.85108,0.87219,0.86553,0.86513,0.89759,0.85702,0.8614,0.85802,0.85629,0.89465,0.86104,0.89279,0.88747,0.86578,0.86592,0.8708,0.86595,0.87665,
0.89615,0.89814,0.90693,0.88222,0.97033,0.90384,0.88101,0.8792,0.87285,0.90702,0.86683,0.87094,0.87062,0.87652,0.87535,0.86727,0.87315,0.86961,0.88732,0.87885,0.87283,0.90126,0.90144,0.87801,0.88294,0.88562,0.88038,0.87424,
0.54387,0.5461,0.55018,0.53521,0.5916,0.54991,0.53709,0.5316,0.53115,0.55517,0.52713,0.52752,0.5279,0.53233,0.52753,0.52684,0.5307,0.52811,0.54094,0.53046,0.53045,0.547,0.54823,0.53357,0.53714,0.53844,0.53502,0.52937,
0.52011,0.51919,0.52654,0.51754,0.51944,0.52472,0.50827,0.51844,0.50811,0.52399,0.50368,0.50916,0.50436,0.50814,0.5144,0.5057,0.50975,0.50319,0.50465,0.51515,0.50923,0.52346,0.52591,0.51137,0.51444,0.51628,0.50927,0.51226,
0.53401,0.53693,0.54175,0.52774,0.55684,0.54358,0.53004,0.52447,0.52435,0.55298,0.51981,0.51876,0.51712,0.52317,0.51619,0.51888,0.52285,0.51847,0.52857,0.51936,0.52278,0.53743,0.53928,0.52555,0.53088,0.53234,0.52552,0.52181,
0.42051,0.41837,0.42696,0.41773,0.42002,0.42235,0.40731,0.42203,0.40789,0.41628,0.40535,0.41321,0.40882,0.41035,0.42195,0.40737,0.40971,0.40655,0.40491,0.42118,0.40965,0.42317,0.42162,0.41167,0.41344,0.41573,0.41069,0.41619,
0.53589,0.52974,0.5446,0.53495,0.51288,0.53455,0.51164,0.54583,0.51671,0.51717,0.51404,0.53062,0.5219,0.52175,0.54964,0.51878,0.52128,0.51663,0.50604,0.54614,0.52119,0.53935,0.53557,0.52349,0.52422,0.52805,0.52089,0.53517,
0.87943,0.8867,0.89691,0.87528,0.84841,0.90629,0.88144,0.87052,0.87199,0.93496,0.86282,0.85639,0.84802,0.86314,0.84403,0.8591,0.86607,0.85379,0.86376,0.85028,0.86654,0.88609,0.89076,0.87029,0.88468,0.88764,0.86622,0.8651,
0.89396,0.90877,0.91799,0.8875,0.85286,0.93627,0.91366,0.87845,0.89505,0.98852,0.88523,0.86627,0.85891,0.88068,0.83734,0.87501,0.88142,0.87079,0.88883,0.84761,0.88337,0.90142,0.90371,0.88777,0.90971,0.91296,0.88488,0.8779,
0.5291,0.5277,0.53342,0.5292,0.51694,0.53323,0.51682,0.52807,0.5188,0.53332,0.51307,0.51823,0.51229,0.51669,0.52262,0.51632,0.52167,0.51125,0.51158,0.5237,0.52044,0.53255,0.53964,0.52199,0.52467,0.52579,0.51789,0.52081,
0.91586,0.91591,0.92327,0.91592,0.89613,0.92696,0.90064,0.91012,0.90174,0.93553,0.89093,0.89482,0.88545,0.89533,0.8959,0.8951,0.905,0.88575,0.89052,0.89962,0.90282,0.92197,0.93665,0.90542,0.9118,0.91307,0.89815,0.89926,
0.52205,0.52323,0.5198,0.51654,0.58195,0.52245,0.51387,0.50515,0.51186,0.52724,0.50544,0.50427,0.50606,0.51008,0.50251,0.50842,0.51529,0.5059,0.52221,0.50672,0.51296,0.52462,0.53762,0.51484,0.515,0.51363,0.51377,0.50242,
0.54337,0.54277,0.5487,0.54498,0.51533,0.55053,0.53343,0.54331,0.53526,0.5547,0.52881,0.53238,0.52509,0.53108,0.53417,0.53155,0.53731,0.52509,0.52447,0.53578,0.53612,0.54716,0.55541,0.53749,0.54166,0.5428,0.53225,0.5358,
