equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.014458,0.0047737,0.017277,0.031437,0.0037003,0.082016,0.025444,0.087566,0.0060556,0.060878,0.0014731,0.0090053,0.010955,0.067647,0.11684,0.0093896,0.0080667,0.041197,0.019519,0.01986,0.016724,0.0041138,0.096366,0.032945,0.0084155,0.0099888,0.014831,0.042328,
0.061022,0.020149,0.072921,0.13269,0.015618,0.34617,0.10739,0.3696,0.025559,0.25695,0.0062177,0.038009,0.046239,0.28552,0.49313,0.039631,0.034048,0.17388,0.082386,0.083825,0.070589,0.017363,0.40674,0.13905,0.03552,0.042161,0.062599,0.17866,
0.19748,0.065205,0.23599,0.4294,0.050543,1.1203,0.34755,1.1961,0.082715,0.83154,0.020122,0.123,0.14964,0.924,1.5959,0.12825,0.11019,0.56272,0.26662,0.27127,0.22844,0.056191,1.3163,0.45,0.11495,0.13644,0.20258,0.57817,
0.017536,0.0057902,0.020955,0.03813,0.0044881,0.099479,0.030862,0.10621,0.007345,0.07384,0.0017868,0.010923,0.013288,0.082051,0.14171,0.011389,0.0097844,0.049969,0.023675,0.024089,0.020285,0.0049898,0.11688,0.039959,0.010207,0.012116,0.017989,0.051341,
0.032859,0.01085,0.039267,0.07145,0.0084101,0.18641,0.05783,0.19902,0.013763,0.13836,0.0033482,0.020467,0.024899,0.15375,0.26555,0.021341,0.018334,0.093634,0.044364,0.045139,0.038011,0.00935,0.21902,0.074877,0.019127,0.022703,0.033709,0.096204,
0.08648,0.028555,0.10334,0.18804,0.022134,0.49059,0.1522,0.52379,0.036223,0.36415,0.0088117,0.053867,0.065529,0.40464,0.69887,0.056166,0.048253,0.24643,0.11676,0.1188,0.10004,0.024608,0.57643,0.19706,0.050339,0.05975,0.088715,0.25319,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17619,0.058175,0.21054,0.3831,0.045093,0.99949,0.31008,1.0671,0.073797,0.74188,0.017952,0.10974,0.1335,0.82438,1.4238,0.11443,0.098305,0.50205,0.23787,0.24203,0.20381,0.050133,1.1744,0.40148,0.10256,0.12173,0.18074,0.51583,
0.049967,0.016499,0.05971,0.10865,0.012789,0.28346,0.087938,0.30264,0.020929,0.2104,0.0050913,0.031123,0.037862,0.2338,0.4038,0.032452,0.02788,0.14238,0.067461,0.068639,0.057801,0.014218,0.33305,0.11386,0.029085,0.034523,0.051258,0.14629,
0.27051,0.089319,0.32325,0.58819,0.069233,1.5346,0.47607,1.6384,0.1133,1.139,0.027563,0.16849,0.20497,1.2657,2.186,0.17568,0.15093,0.77081,0.36521,0.37159,0.31292,0.076971,1.803,0.61641,0.15746,0.1869,0.2775,0.79197,
