equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.55262,0.53992,0.65347,0.52685,0.53187,0.64036,0.5315,0.59327,0.51926,0.55022,0.54077,0.60844,0.53564,0.53141,0.5688,0.52041,0.54081,0.5448,0.52305,0.54544,0.54259,0.55491,0.56294,0.56471,0.54729,0.55536,0.54113,0.54465,
0.90348,0.88101,0.9015,0.88043,0.87344,0.88622,0.88858,0.89377,0.93427,0.87379,0.86729,0.86131,0.86701,0.86425,0.88056,0.88051,0.89571,0.85898,0.88025,0.8778,0.90798,0.86423,0.92068,0.89008,0.89049,0.86987,0.86363,0.87774,
0.52757,0.52452,0.55061,0.52295,0.53257,0.52424,0.51775,0.52042,0.52838,0.51068,0.51311,0.50869,0.50838,0.51732,0.52422,0.51817,0.51882,0.51239,0.51109,0.51299,0.5163,0.5667,0.67213,0.52039,0.5173,0.51298,0.51923,0.51792,
0.40452,0.3955,0.39706,0.39146,0.39294,0.40083,0.39893,0.39027,0.39203,0.41119,0.38708,0.384,0.39078,0.38493,0.42475,0.39384,0.40064,0.38449,0.38986,0.40374,0.39714,0.40145,0.39477,0.39015,0.39125,0.40401,0.39141,0.39459,
0.9181,0.9055,1.0023,0.887,0.89221,0.94966,0.89583,0.92874,0.92836,0.8864,0.88898,0.91284,0.88316,0.88887,0.88918,0.88361,0.90534,0.89227,0.89137,0.89129,0.91805,0.93617,0.91167,0.91417,0.91032,0.89392,0.89422,0.89487,
0.54026,0.53684,0.70909,0.50235,0.5244,0.60155,0.50484,0.54863,0.46343,0.49665,0.53268,0.56975,0.5125,0.5274,0.48132,0.50564,0.53377,0.5374,0.5303,0.50547,0.53812,0.55882,0.50822,0.55371,0.56053,0.51281,0.52851,0.5199,
0.40692,0.39652,0.40706,0.40135,0.40175,0.40254,0.39827,0.40344,0.40639,0.39286,0.39349,0.39332,0.39055,0.39114,0.40382,0.39933,0.40244,0.38731,0.39408,0.39444,0.40228,0.3927,0.50198,0.40376,0.40089,0.3907,0.38974,0.39753,
0.53462,0.52097,0.53656,0.52269,0.5188,0.54051,0.52638,0.53848,0.54931,0.5259,0.51461,0.52382,0.51563,0.51173,0.53871,0.52002,0.52798,0.51077,0.51558,0.52498,0.53236,0.51825,0.57104,0.52878,0.52284,0.52289,0.51416,0.52293,
0.40253,0.39661,0.43353,0.38691,0.39128,0.40502,0.39165,0.39483,0.39322,0.38858,0.3886,0.38896,0.38567,0.38802,0.38847,0.38862,0.39866,0.38813,0.39312,0.38968,0.40152,0.40536,0.39024,0.3967,0.40018,0.38967,0.39002,0.39008,
0.96438,0.93197,1.4145,0.89432,0.89746,1.4134,0.89868,1.2285,0.87594,0.97073,0.9717,1.325,0.94882,0.93054,1.026,0.85305,0.92288,1.0017,0.87035,0.96152,0.94318,0.9616,0.95609,1.0708,0.97184,1.0109,0.96153,0.97335,
0.4082,0.39594,0.37716,0.40359,0.40462,0.4075,0.40428,0.39767,0.38868,0.42417,0.39198,0.39374,0.39658,0.3876,0.45465,0.40241,0.4027,0.38526,0.38702,0.41287,0.39154,0.40044,0.50528,0.39467,0.38825,0.41249,0.39442,0.4029,
0.89258,0.87047,0.93247,0.86015,0.86011,0.94002,0.87443,0.90346,0.87286,0.90032,0.86002,0.89902,0.86392,0.8511,0.92956,0.8584,0.88004,0.85861,0.85396,0.888,0.88012,0.87929,0.87083,0.88113,0.86976,0.89321,0.86518,0.87443,
0.90044,0.89381,0.86969,0.8967,0.88079,0.86451,0.90642,0.91175,1.0572,0.86929,0.86282,0.84452,0.87201,0.87935,0.86815,0.88428,0.88583,0.86979,0.87774,0.88167,0.91619,0.94693,0.91361,0.88227,0.87259,0.87591,0.88101,0.88303,
0.55181,0.54191,0.56893,0.53554,0.53219,0.53685,0.54185,0.54586,0.5842,0.52136,0.53018,0.52169,0.52778,0.53167,0.51296,0.53604,0.54739,0.52826,0.54273,0.52942,0.56128,0.53899,0.52521,0.54522,0.5494,0.52438,0.52926,0.53364,
0.52782,0.52073,0.48736,0.54154,0.50853,0.52769,0.54377,0.59206,0.73874,0.49854,0.50607,0.52562,0.51675,0.51961,0.4957,0.51855,0.51358,0.51469,0.50864,0.51729,0.55525,0.54315,0.56368,0.53517,0.50598,0.51116,0.51524,0.52596,
0.54078,0.53047,0.55615,0.52255,0.52623,0.52259,0.52764,0.51917,0.53146,0.51891,0.51993,0.50552,0.51647,0.51888,0.51817,0.52669,0.53763,0.51504,0.5309,0.52131,0.5408,0.5284,0.5419,0.52922,0.53752,0.51719,0.5186,0.52221,
0.42033,0.41349,0.45513,0.40749,0.40474,0.44299,0.41282,0.43756,0.44641,0.40773,0.40651,0.42639,0.40607,0.40657,0.40956,0.40327,0.4133,0.40954,0.4059,0.4105,0.4236,0.42535,0.40251,0.42132,0.41453,0.4121,0.40946,0.4115,
0.53804,0.52502,0.52812,0.52282,0.523,0.5386,0.53083,0.5265,0.52817,0.54558,0.51569,0.51744,0.52026,0.5123,0.56546,0.52392,0.53209,0.51191,0.51706,0.5367,0.52854,0.5305,0.54707,0.5223,0.52026,0.53681,0.52006,0.52615,
0.90829,0.88564,0.92433,0.87538,0.87459,0.92907,0.89197,0.90119,0.89097,0.91427,0.87179,0.89,0.87724,0.86415,0.93941,0.87745,0.89818,0.86793,0.87378,0.90203,0.89814,0.88744,0.86346,0.88882,0.88479,0.90394,0.87688,0.88653,
0.92085,0.90056,0.85908,0.89054,0.89684,0.92936,0.91828,0.87907,0.8604,0.99838,0.8762,0.87817,0.90052,0.86969,1.065,0.89696,0.90866,0.87424,0.87056,0.9554,0.88098,0.94793,0.8621,0.86725,0.86225,0.96603,0.90376,0.90716,
0.54487,0.53152,0.54422,0.52922,0.53199,0.52268,0.53191,0.52057,0.52852,0.52625,0.52353,0.50758,0.52045,0.52042,0.532,0.53331,0.5421,0.51511,0.53317,0.52682,0.54164,0.52018,0.58475,0.53255,0.53955,0.52113,0.51947,0.52695,
0.95336,0.92481,0.95791,0.92245,0.91079,0.91186,0.93144,0.93323,0.98928,0.89208,0.91341,0.89178,0.90681,0.90757,0.87627,0.9282,0.95067,0.89883,0.94096,0.90733,0.9737,0.86323,0.91677,0.94412,0.95603,0.89108,0.8965,0.91676,
0.53435,0.52047,0.51017,0.55208,0.5614,0.52345,0.52159,0.53181,0.51086,0.51164,0.5256,0.52357,0.51392,0.52237,0.55535,0.5397,0.52451,0.50812,0.50966,0.51509,0.50631,0.53235,1.0069,0.538,0.52167,0.50685,0.51456,0.53135,
0.56222,0.54653,0.55166,0.55604,0.55763,0.53235,0.54805,0.54295,0.55534,0.52936,0.54322,0.52504,0.53554,0.53983,0.53844,0.55603,0.55881,0.52972,0.55044,0.53602,0.55825,0.5264,0.72543,0.55682,0.55966,0.52585,0.53222,0.54542,
0.40718,0.39909,0.45013,0.39178,0.39701,0.4293,0.39362,0.41028,0.3847,0.39671,0.39557,0.4118,0.39123,0.39188,0.40415,0.39125,0.40182,0.39435,0.39306,0.39603,0.40164,0.40567,0.43353,0.40686,0.40458,0.39776,0.39477,0.39711,
0.87799,0.92969,1.0697,0.86176,0.91817,0.90859,0.87146,0.86224,0.91079,0.86963,0.86281,0.84923,0.85888,0.9086,0.86789,0.84822,0.84902,0.91215,0.8537,0.87076,0.84818,1.2476,0.91596,0.84465,0.84823,0.90313,0.94066,0.87035,
0.41431,0.41517,0.42474,0.40914,0.41599,0.39761,0.41008,0.40036,0.43032,0.40174,0.40028,0.3845,0.39934,0.40734,0.4054,0.40732,0.40818,0.4026,0.40478,0.40388,0.40964,0.45743,0.4679,0.40227,0.40466,0.40388,0.41009,0.40499,
0.54942,0.53602,0.54793,0.52981,0.53058,0.52321,0.5373,0.52234,0.53985,0.53087,0.5258,0.50657,0.52443,0.52314,0.53085,0.53594,0.54763,0.51862,0.53969,0.53148,0.55063,0.52082,0.52757,0.53452,0.5446,0.52568,0.52284,0.52938,
0.40926,0.40691,0.44245,0.39237,0.4017,0.39504,0.3975,0.3859,0.39152,0.39045,0.39469,0.37882,0.39028,0.39692,0.38471,0.39706,0.40665,0.39462,0.40434,0.39276,0.40796,0.42552,0.38953,0.39816,0.40904,0.3921,0.39835,0.39401,
0.39869,0.39154,0.39954,0.38728,0.38796,0.39208,0.39301,0.38858,0.40195,0.39445,0.38246,0.37767,0.38403,0.38246,0.40082,0.38828,0.39467,0.38101,0.38709,0.39229,0.39615,0.39962,0.39357,0.38791,0.38934,0.39142,0.38599,0.38816,
