equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.4087,0.39556,0.38731,0.39838,0.40474,0.39797,0.40227,0.41349,0.40611,0.39689,0.39903,0.38783,0.40098,0.3946,0.39286,0.39671,0.39572,0.39561,0.39791,0.39126,0.40023,0.40088,0.40993,0.39755,0.40015,0.39936,0.40529,0.39701,
0.54587,0.52138,0.51575,0.5211,0.53195,0.51674,0.52938,0.53056,0.52903,0.52297,0.51677,0.50456,0.52852,0.51294,0.50853,0.50667,0.51568,0.51608,0.51757,0.5109,0.55012,0.51919,0.53205,0.51161,0.51661,0.51469,0.53257,0.54101,
0.54291,0.52767,0.51487,0.53252,0.54033,0.5332,0.53626,0.55591,0.54384,0.52936,0.53515,0.51924,0.53468,0.52822,0.5265,0.53408,0.52971,0.52931,0.53276,0.52345,0.52682,0.5375,0.55034,0.53416,0.53703,0.53625,0.54088,0.52407,
0.53933,0.52004,0.51067,0.52261,0.53168,0.52101,0.52862,0.53954,0.53215,0.52174,0.52201,0.508,0.52716,0.51676,0.51387,0.51698,0.51858,0.51859,0.52118,0.51303,0.53254,0.52443,0.5366,0.51916,0.52302,0.52173,0.53237,0.52693,
0.4075,0.39446,0.38633,0.39752,0.40372,0.39714,0.40193,0.41278,0.4049,0.39596,0.39808,0.38707,0.40013,0.39413,0.39247,0.39608,0.39473,0.39471,0.39717,0.39023,0.39883,0.40006,0.40777,0.39666,0.39935,0.39859,0.40454,0.39564,
0.53848,0.52064,0.51009,0.52389,0.53254,0.52307,0.52892,0.54291,0.53412,0.52227,0.52444,0.50977,0.5276,0.51847,0.51596,0.52068,0.52035,0.52018,0.523,0.51459,0.52861,0.52677,0.53958,0.52221,0.52569,0.52457,0.53309,0.52399,
0.39981,0.38859,0.3793,0.39237,0.398,0.39287,0.39565,0.40971,0.40038,0.39,0.39418,0.38264,0.39401,0.38953,0.38833,0.39364,0.39016,0.38995,0.39263,0.38551,0.38785,0.39605,0.40426,0.39349,0.39571,0.39515,0.39866,0.38582,
0.90185,0.87231,0.85463,0.87834,0.8925,0.87715,0.88756,0.91091,0.89499,0.87535,0.87929,0.8549,0.88444,0.87,0.86603,0.87378,0.87223,0.87209,0.87715,0.86246,0.88435,0.88344,0.9026,0.87578,0.88171,0.87991,0.89388,0.87684,
0.41613,0.40152,0.39388,0.40336,0.41044,0.40227,0.40711,0.41669,0.41129,0.40261,0.40329,0.39211,0.40664,0.39849,0.39624,0.39932,0.40054,0.40039,0.40225,0.39627,0.41044,0.40496,0.41612,0.40115,0.40392,0.40294,0.41061,0.40632,
0.88848,0.86377,0.84288,0.87217,0.88468,0.87341,0.8791,0.91099,0.89022,0.86681,0.87644,0.85061,0.87567,0.8658,0.86317,0.87534,0.86739,0.86687,0.8728,0.85704,0.86145,0.88051,0.89941,0.87498,0.87981,0.87858,0.88602,0.85709,
0.54524,0.52372,0.51578,0.5251,0.53497,0.52236,0.53193,0.53907,0.53412,0.52535,0.52301,0.5096,0.53082,0.51819,0.51464,0.51583,0.52051,0.52066,0.52278,0.51526,0.54293,0.52541,0.53826,0.5192,0.52351,0.52196,0.53557,0.53586,
0.40419,0.38884,0.38249,0.39021,0.39732,0.38851,0.39503,0.40149,0.3971,0.39006,0.38911,0.37894,0.39412,0.38537,0.38293,0.38439,0.38697,0.38703,0.38875,0.38297,0.40113,0.3909,0.4003,0.38655,0.38963,0.38855,0.39779,0.39631,
0.55299,0.53085,0.52305,0.53209,0.54219,0.52914,0.53922,0.54578,0.54109,0.53251,0.52972,0.51626,0.53808,0.52498,0.5213,0.52214,0.52733,0.52752,0.52962,0.52205,0.55134,0.53216,0.54506,0.52571,0.53017,0.52856,0.54283,0.54395,
0.53622,0.51727,0.50773,0.51989,0.52886,0.51842,0.5256,0.53703,0.52955,0.51892,0.5195,0.50543,0.52427,0.51407,0.51124,0.51465,0.51599,0.51595,0.51854,0.51045,0.529,0.52187,0.53433,0.51676,0.52051,0.51926,0.52948,0.52358,
0.42428,0.40788,0.40143,0.40917,0.41673,0.40723,0.41435,0.42058,0.4163,0.40917,0.4078,0.39724,0.41343,0.40397,0.40132,0.40258,0.40569,0.40578,0.40752,0.40154,0.42168,0.40968,0.41957,0.40499,0.40828,0.40712,0.41722,0.41643,
0.54431,0.52477,0.51536,0.52732,0.53649,0.52566,0.53339,0.54429,0.53693,0.52648,0.52666,0.51254,0.53194,0.52136,0.51842,0.5215,0.52323,0.52325,0.52584,0.51765,0.53762,0.5291,0.54143,0.52375,0.52766,0.52635,0.53718,0.53191,
0.5422,0.52376,0.51361,0.52692,0.5357,0.52583,0.53258,0.54541,0.53681,0.52551,0.52702,0.51257,0.53095,0.52149,0.51887,0.52294,0.52311,0.52305,0.52589,0.51737,0.53324,0.52947,0.54149,0.52459,0.52827,0.5271,0.53643,0.52826,
0.92655,0.89851,0.87846,0.9059,0.91974,0.90594,0.914,0.94284,0.92402,0.90158,0.90868,0.88259,0.91083,0.89814,0.8947,0.90517,0.90034,0.89995,0.90558,0.88994,0.9035,0.91287,0.93313,0.9061,0.91162,0.91005,0.92103,0.89738,
0.39996,0.38723,0.37916,0.39022,0.39631,0.38989,0.39439,0.40528,0.39757,0.38866,0.39085,0.37997,0.39273,0.38684,0.38522,0.3889,0.38754,0.38749,0.38988,0.38312,0.39132,0.39276,0.40065,0.38949,0.39208,0.39134,0.39705,0.38824,
0.92255,0.88001,0.87133,0.87878,0.89755,0.87078,0.89303,0.89294,0.89193,0.8826,0.87065,0.85039,0.89194,0.86432,0.85649,0.85232,0.86936,0.87011,0.87229,0.86151,0.93235,0.87467,0.8971,0.86139,0.87005,0.86665,0.89847,0.91616,
0.53858,0.52007,0.51012,0.52307,0.53187,0.52189,0.52872,0.54114,0.53287,0.52179,0.52305,0.50875,0.52718,0.51755,0.51489,0.51877,0.51926,0.5192,0.52196,0.51359,0.53012,0.52546,0.53758,0.52054,0.52422,0.52304,0.53257,0.52504,
0.96473,0.93046,0.91355,0.93526,0.95136,0.93251,0.94606,0.96592,0.95229,0.93356,0.93432,0.90922,0.94328,0.92499,0.91991,0.92562,0.92806,0.92809,0.93282,0.91809,0.95204,0.93869,0.96005,0.92933,0.93622,0.93396,0.95268,0.94216,
0.54938,0.52708,0.51954,0.52809,0.53826,0.52499,0.53519,0.5412,0.537,0.52869,0.52553,0.51225,0.5342,0.52082,0.51706,0.51765,0.52331,0.52351,0.52549,0.51813,0.54844,0.52794,0.54105,0.5214,0.52588,0.52424,0.53883,0.54089,
0.90672,0.87563,0.85895,0.88092,0.8956,0.87896,0.8909,0.91154,0.89712,0.87867,0.88081,0.85687,0.88785,0.87197,0.86758,0.87391,0.87437,0.87436,0.87915,0.86478,0.89221,0.885,0.9042,0.87666,0.88294,0.88096,0.89701,0.88369,
0.53644,0.51965,0.50847,0.5236,0.53181,0.52332,0.52851,0.54413,0.53391,0.52141,0.5248,0.50991,0.52676,0.51885,0.51669,0.5222,0.52024,0.52005,0.52318,0.51431,0.52434,0.52722,0.53906,0.52305,0.52636,0.52538,0.53253,0.52041,
0.8857,0.85562,0.83925,0.86117,0.87529,0.85941,0.87134,0.89163,0.87675,0.85877,0.86114,0.83783,0.86783,0.8529,0.84876,0.85495,0.8547,0.85476,0.85965,0.84524,0.87078,0.86538,0.88282,0.85725,0.86344,0.86156,0.87694,0.86265,
