equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.4071,0.39682,0.43802,0.39269,0.39821,0.44036,0.40151,0.42929,0.39327,0.39969,0.39753,0.42731,0.38992,0.39847,0.41061,0.385,0.39381,0.39341,0.38842,0.39528,0.40133,0.39872,0.41784,0.40682,0.39819,0.39679,0.39899,0.40026,
0.54765,0.52568,0.51764,0.51518,0.52965,0.51089,0.5632,0.53068,0.54529,0.50615,0.52692,0.53802,0.51928,0.5066,0.51428,0.50457,0.51798,0.5215,0.51832,0.53461,0.56756,0.52231,0.99944,0.52665,0.51683,0.53435,0.51259,0.55357,
0.54098,0.53646,0.52642,0.52796,0.53583,0.52843,0.55739,0.54157,0.54086,0.52838,0.52751,0.51914,0.53269,0.52786,0.51746,0.52634,0.52979,0.52778,0.52815,0.52554,0.53566,0.53331,0.59178,0.52892,0.53049,0.52707,0.52854,0.53325,
0.53802,0.52708,0.52295,0.52481,0.53528,0.52678,0.53833,0.53335,0.52927,0.52521,0.52105,0.51509,0.52653,0.52049,0.53505,0.51709,0.52088,0.51764,0.52135,0.51843,0.52972,0.52564,0.54437,0.51975,0.52083,0.52108,0.52489,0.52888,
0.42671,0.40287,0.40104,0.41404,0.42926,0.4067,0.3955,0.4035,0.40358,0.41136,0.40416,0.39865,0.41019,0.39857,0.46335,0.39462,0.39829,0.3935,0.40468,0.40215,0.41747,0.40446,0.39678,0.39483,0.3954,0.40642,0.41112,0.41844,
0.54061,0.54261,0.52595,0.53044,0.53589,0.5279,0.56794,0.54536,0.54682,0.53167,0.53018,0.51586,0.53744,0.53365,0.50461,0.53404,0.53568,0.53366,0.53274,0.52745,0.53404,0.53819,0.56959,0.533,0.53684,0.52849,0.53138,0.53209,
0.39657,0.39463,0.39364,0.38859,0.39342,0.39614,0.40706,0.4024,0.39527,0.39094,0.38779,0.38442,0.39141,0.39056,0.38231,0.38785,0.39011,0.38823,0.38797,0.38517,0.38969,0.39285,0.38652,0.39034,0.39142,0.38648,0.39025,0.38927,
0.89995,0.87845,0.87005,0.87877,0.89799,0.8779,0.89136,0.88655,0.88093,0.87897,0.86923,0.85623,0.8803,0.8682,0.90712,0.8626,0.86818,0.86163,0.87087,0.86418,0.88343,0.87676,0.87085,0.86428,0.86721,0.8694,0.878,0.88336,
0.40879,0.40174,0.41576,0.39432,0.40015,0.41598,0.41727,0.41876,0.40445,0.39657,0.399,0.41159,0.39569,0.39715,0.39379,0.39066,0.3974,0.3975,0.39384,0.39861,0.40812,0.40085,0.49955,0.40453,0.39972,0.39937,0.39726,0.40469,
0.90188,0.87486,0.88981,0.87787,0.89793,0.89826,0.88072,0.89601,0.87418,0.88072,0.87009,0.87441,0.87573,0.86839,0.92396,0.85676,0.86554,0.85931,0.86706,0.86482,0.88454,0.87554,0.86156,0.86795,0.86601,0.87048,0.87946,0.88485,
