equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.14809,0.1452,0.033555,0.025768,0.083218,0.12465,0.071268,-2.15E-18,0.10706,0.027104,0.1025,0.011539,0.0043731,0.0086608,0.092677,0.14315,-1.75E-22,0.021527,0.0013045,0.034058,0.067793,0.027294,0.10108,0.016681,0.098916,0.058412,0.10333,0.071655,
0.35046,0.34362,0.079407,0.060979,0.19693,0.29499,0.16865,-5.09E-18,0.25335,0.064142,0.24256,0.027307,0.010349,0.020496,0.21932,0.33877,-4.14E-22,0.050942,0.0030871,0.080598,0.16043,0.064591,0.23921,0.039475,0.23408,0.13823,0.24452,0.16957,
0.66444,0.65148,0.15055,0.11561,0.37337,0.55927,0.31975,-9.65E-18,0.48034,0.12161,0.45987,0.051772,0.019621,0.038858,0.41581,0.64228,-7.85E-22,0.096582,0.005853,0.15281,0.30416,0.12246,0.45353,0.074842,0.4438,0.26207,0.46358,0.32149,
0.79904,0.78346,0.18105,0.13903,0.44901,0.67256,0.38453,-1.16E-17,0.57764,0.14624,0.55303,0.06226,0.023595,0.04673,0.50004,0.77239,-9.44E-22,0.11615,0.0070387,0.18376,0.36578,0.14727,0.54541,0.090003,0.5337,0.31516,0.5575,0.38662,
0.22512,0.22073,0.051008,0.03917,0.1265,0.18949,0.10834,-3.27E-18,0.16274,0.041202,0.15581,0.017541,0.0066477,0.013165,0.14088,0.21761,-2.66E-22,0.032723,0.0019831,0.051773,0.10305,0.04149,0.15366,0.025357,0.15036,0.088793,0.15707,0.10892,
0.8336,0.81734,0.18888,0.14504,0.46843,0.70165,0.40116,-1.21E-17,0.60263,0.15257,0.57695,0.064953,0.024616,0.048751,0.52167,0.8058,-9.85E-22,0.12117,0.0073431,0.19171,0.3816,0.15364,0.569,0.093896,0.55679,0.32879,0.58161,0.40334,
0.20652,0.2025,0.046795,0.035935,0.11605,0.17383,0.099388,-3.00E-18,0.1493,0.037799,0.14294,0.016092,0.0060986,0.012078,0.12924,0.19964,-2.44E-22,0.03002,0.0018192,0.047497,0.094542,0.038063,0.14097,0.023263,0.13794,0.081459,0.14409,0.099927,
0.93852,0.92022,0.21265,0.1633,0.52739,0.78997,0.45165,-1.36E-17,0.67848,0.17177,0.64956,0.073128,0.027714,0.054887,0.58733,0.90722,-1.11E-21,0.13642,0.0082673,0.21584,0.42963,0.17297,0.64061,0.10571,0.62687,0.37018,0.65481,0.4541,
0.63482,0.62244,0.14384,0.11046,0.35672,0.53433,0.3055,-9.22E-18,0.45892,0.11619,0.43937,0.049464,0.018746,0.037125,0.39727,0.61364,-7.50E-22,0.092276,0.005592,0.146,0.2906,0.117,0.43331,0.071505,0.42401,0.25039,0.44291,0.30716,
0.98699,0.96774,0.22363,0.17173,0.55462,0.83076,0.47498,-1.43E-17,0.71351,0.18064,0.68311,0.076904,0.029145,0.057721,0.61766,0.95406,-1.17E-21,0.14347,0.0086942,0.22699,0.45182,0.18191,0.67369,0.11117,0.65924,0.38929,0.68863,0.47755,
0.14203,0.13926,0.032182,0.024713,0.079813,0.11955,0.068352,-2.06E-18,0.10268,0.025995,0.098303,0.011067,0.0041942,0.0083064,0.088885,0.1373,-1.68E-22,0.020646,0.0012512,0.032665,0.065019,0.026177,0.096948,0.015999,0.094868,0.056022,0.099097,0.068723,
0.58323,0.57185,0.13215,0.10148,0.32774,0.49091,0.28067,-8.47E-18,0.42163,0.10674,0.40366,0.045444,0.017223,0.034108,0.36499,0.56377,-6.89E-22,0.084777,0.0051376,0.13413,0.26699,0.10749,0.3981,0.065694,0.38956,0.23004,0.40692,0.28219,
1.0399,1.0196,0.23562,0.18094,0.58436,0.8753,0.50044,-1.51E-17,0.75177,0.19033,0.71974,0.081028,0.030708,0.060816,0.65078,1.0052,-1.23E-21,0.15116,0.0091604,0.23916,0.47604,0.19166,0.70981,0.11713,0.69459,0.41017,0.72555,0.50316,
0.12584,0.12338,0.028513,0.021896,0.070713,0.10592,0.060559,-1.83E-18,0.090972,0.023031,0.087095,0.0098052,0.003716,0.0073593,0.078751,0.12164,-1.49E-22,0.018292,0.0011085,0.02894,0.057606,0.023193,0.085895,0.014174,0.084052,0.049634,0.087799,0.060887,
0.48833,0.4788,0.11065,0.084967,0.27441,0.41103,0.235,-7.09E-18,0.35302,0.089375,0.33798,0.03805,0.01442,0.028558,0.3056,0.47204,-5.77E-22,0.070983,0.0043016,0.11231,0.22354,0.09,0.33332,0.055005,0.32617,0.19261,0.34071,0.23628,
0.61761,0.60557,0.13994,0.10746,0.34706,0.51985,0.29722,-8.97E-18,0.44649,0.11304,0.42746,0.048124,0.018238,0.036119,0.38651,0.59701,-7.30E-22,0.089776,0.0054405,0.14204,0.28273,0.11383,0.42157,0.069568,0.41252,0.2436,0.43091,0.29883,
0.7251,0.71095,0.16429,0.12616,0.40745,0.61032,0.34894,-1.05E-17,0.52419,0.13271,0.50185,0.056498,0.021412,0.042405,0.45377,0.70091,-8.57E-22,0.1054,0.0063873,0.16676,0.33193,0.13364,0.49493,0.081674,0.48431,0.286,0.5059,0.35084,
