equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.96952,0.89144,0.90413,0.87645,0.88798,0.88707,0.90281,0.88933,0.89078,0.87476,0.89805,0.84985,0.88578,0.8681,0.89515,0.87269,0.87695,0.87851,0.8771,0.90265,0.88122,0.91911,0.91359,0.86676,0.87888,0.87891,0.88608,0.88814,
0.89641,0.92228,0.91768,0.87792,0.93585,0.91033,0.9117,0.88598,0.89891,0.88508,0.90593,0.86076,0.89328,0.87273,0.88254,0.88726,0.9021,0.87969,0.87419,0.89957,0.89396,1.1824,0.95348,0.88287,0.89571,0.90272,0.88851,0.89245,
0.92119,0.88571,0.88775,0.88034,0.89358,0.88997,0.88443,0.89447,0.88802,0.88854,0.89533,0.86259,0.88173,0.86723,0.89899,0.87006,0.87794,0.88176,0.88043,0.8886,0.88073,0.9351,0.89855,0.87897,0.89708,0.86966,0.88815,0.87884,
0.41297,0.39075,0.39632,0.39086,0.39147,0.39349,0.39433,0.39603,0.3922,0.39986,0.39337,0.38183,0.39087,0.38542,0.41015,0.38598,0.38433,0.38943,0.38883,0.39754,0.38986,0.38994,0.396,0.3887,0.39427,0.38423,0.38971,0.39025,
0.38248,0.38441,0.39399,0.39377,0.39267,0.3923,0.38829,0.39987,0.39072,0.40288,0.39079,0.38816,0.38789,0.38644,0.40726,0.38569,0.38435,0.39111,0.3915,0.3858,0.39237,0.38833,0.39614,0.39804,0.40386,0.38054,0.3916,0.38689,
0.41313,0.39249,0.40249,0.3998,0.39857,0.39729,0.39878,0.40822,0.40135,0.39451,0.40474,0.39096,0.39654,0.39299,0.39715,0.3923,0.39611,0.40067,0.40186,0.39356,0.40022,0.38571,0.40835,0.40138,0.40871,0.39053,0.4057,0.39717,
0.54143,0.5232,0.54148,0.52739,0.53,0.52701,0.53483,0.53585,0.52985,0.52595,0.53164,0.51463,0.52519,0.52071,0.53246,0.52167,0.52221,0.52605,0.52676,0.52442,0.53051,0.5381,0.54959,0.52981,0.53506,0.5211,0.53038,0.52751,
0.97418,0.87324,0.90472,0.88508,0.8828,0.87469,0.89943,0.90993,0.90139,0.82764,0.91714,0.85599,0.88443,0.87277,0.8262,0.87182,0.89401,0.89624,0.90176,0.87128,0.89405,0.83777,0.93177,0.88379,0.90106,0.87859,0.92113,0.89273,
0.42443,0.41465,0.39977,0.40614,0.40115,0.42191,0.40233,0.40041,0.39565,0.48718,0.3862,0.40224,0.40796,0.3997,0.52771,0.40047,0.3739,0.39265,0.38588,0.44759,0.39098,0.39166,0.36615,0.39402,0.39749,0.38754,0.37014,0.39773,
0.47918,0.50812,0.53623,0.53302,0.52806,0.52371,0.52184,0.54206,0.52408,0.53996,0.52157,0.52714,0.51808,0.52247,0.5396,0.52016,0.51649,0.52703,0.52943,0.50333,0.53346,0.5158,0.54394,0.54728,0.55145,0.51058,0.52867,0.51931,
0.89207,0.86171,0.91616,0.86387,0.8753,0.86049,0.89954,0.87818,0.87463,0.83446,0.8773,0.83618,0.86364,0.85825,0.83901,0.86285,0.86565,0.86254,0.86549,0.85372,0.88107,0.92412,0.94493,0.8718,0.87151,0.87098,0.87651,0.87637,
0.53468,0.53075,0.53174,0.52999,0.53008,0.53856,0.52841,0.53173,0.52426,0.57612,0.51979,0.52236,0.52812,0.52183,0.59981,0.52272,0.50889,0.52137,0.51801,0.54708,0.52306,0.53695,0.51886,0.527,0.53267,0.51414,0.51113,0.52295,
0.58801,0.43176,0.40187,0.39762,0.39939,0.41545,0.4225,0.40452,0.41959,0.39621,0.43284,0.37526,0.42174,0.39538,0.4276,0.39838,0.40675,0.40818,0.40425,0.46424,0.39211,0.36433,0.38906,0.36354,0.37988,0.40896,0.41256,0.4183,
0.58431,0.53585,0.54776,0.53354,0.54036,0.53423,0.54555,0.54593,0.5445,0.50968,0.55294,0.51726,0.53641,0.52721,0.51048,0.52888,0.54086,0.53908,0.54056,0.53368,0.5393,0.55189,0.56372,0.532,0.54217,0.53432,0.55131,0.53974,
0.50726,0.51495,0.53606,0.52245,0.52491,0.52215,0.52626,0.52852,0.51983,0.5344,0.51771,0.51276,0.51693,0.51546,0.54212,0.51635,0.51106,0.51705,0.51722,0.51561,0.52451,0.54207,0.54134,0.5287,0.53132,0.51237,0.51695,0.51835,
