equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.93164,0.87346,0.91239,0.86449,0.88907,0.90695,0.87395,0.89884,0.8553,0.86928,0.89,0.86921,0.86918,0.87034,0.89359,0.86533,0.89584,0.87826,0.86983,0.8997,0.86807,0.88976,0.89352,0.87187,0.88127,0.90877,0.89553,0.91104,
0.40335,0.39527,0.4165,0.39452,0.39919,0.45554,0.39335,0.41822,0.39399,0.39273,0.40186,0.39026,0.38347,0.39356,0.422,0.39674,0.38568,0.39229,0.40553,0.39948,0.3911,0.39858,0.3966,0.40382,0.39821,0.40552,0.41219,0.3994,
0.61189,0.5421,0.61149,0.5284,0.55785,0.52642,0.54359,0.56304,0.52722,0.54567,0.55333,0.53285,0.54858,0.54266,0.55176,0.52559,0.53927,0.55877,0.52525,0.57779,0.5433,0.55616,0.54669,0.52656,0.52909,0.57754,0.55892,0.58422,
0.42602,0.41284,0.40284,0.40983,0.41792,0.419,0.41595,0.41915,0.41036,0.40974,0.41554,0.41953,0.41244,0.41139,0.40391,0.41385,0.45522,0.41703,0.40951,0.41146,0.41297,0.42663,0.43832,0.41947,0.43126,0.41609,0.41016,0.41674,
0.40629,0.40332,0.39368,0.39705,0.40414,0.41402,0.4094,0.40975,0.4245,0.39606,0.3979,0.40187,0.3968,0.3961,0.39448,0.40281,0.4209,0.40402,0.38987,0.39381,0.40854,0.41504,0.4239,0.41108,0.41172,0.40005,0.39405,0.39587,
0.84555,0.86718,0.8832,0.86861,0.85152,1.0635,0.86169,0.92711,0.87092,0.84978,0.88192,0.87113,0.82711,0.86395,0.90871,0.89261,0.90087,0.8471,0.8663,0.84622,0.85296,0.87641,0.89529,0.92418,0.91328,0.87211,0.87381,0.86039,
0.91773,0.86851,0.8924,0.85986,0.88643,0.89748,0.87116,0.88332,0.86924,0.86001,0.87866,0.85305,0.85919,0.85712,0.89855,0.85545,0.85263,0.86445,0.87123,0.89145,0.8659,0.87752,0.87665,0.85813,0.8594,0.90142,0.89594,0.89701,
0.40246,0.4012,0.37685,0.39817,0.39939,0.41292,0.40551,0.40733,0.40338,0.39507,0.40155,0.41423,0.39914,0.39992,0.3787,0.40826,0.46821,0.40424,0.38774,0.38857,0.402,0.41828,0.43864,0.41854,0.43312,0.39587,0.38451,0.3977,
0.90087,0.86517,0.91978,0.85024,0.89067,0.87403,0.8767,0.91334,0.89084,0.8786,0.85399,0.86543,0.8673,0.86799,0.86068,0.85436,0.89202,0.90873,0.874,0.86582,0.88357,0.90744,0.8989,0.87011,0.86941,0.85854,0.87552,0.84478,
0.90032,0.87538,0.84576,0.89075,0.93979,0.88862,0.8759,0.88438,0.84915,0.89741,0.88173,0.87313,0.88151,0.87643,0.94121,0.85819,0.85574,0.89506,1.0119,0.8975,0.87326,0.8922,0.87445,0.84197,0.86405,0.8837,0.9673,0.85577,
