equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.60273,0.69568,1.3362,0.75548,0.68732,0.68814,0.66952,0.82077,0.59559,0.58709,0.79962,0.62522,0.70345,0.86511,0.54196,0.72289,0.72131,0.59117,0.68628,0.77777,0.80041,0.87205,0.65692,0.6563,0.86573,0.6426,0.60736,0.86902,
0.32295,0.37098,0.73291,0.41063,0.43746,0.43978,0.32812,0.46122,0.27082,0.37267,0.40761,0.36892,0.37028,0.46502,0.32005,0.38379,0.42282,0.34314,0.42598,0.45791,0.50865,0.48591,0.2925,0.3145,0.47137,0.36486,0.32644,0.51153,
0.37957,0.44545,0.88613,0.48471,0.5001,0.43511,0.42231,0.50693,0.28943,0.37279,0.53226,0.41467,0.45663,0.56509,0.37709,0.45481,0.47291,0.37009,0.48737,0.465,0.54865,0.53767,0.42012,0.39781,0.54109,0.40881,0.40036,0.55172,
0.31372,0.34166,0.77952,0.36461,0.36838,0.37689,0.27122,0.40624,0.23336,0.31095,0.43085,0.30949,0.29653,0.47438,0.30527,0.41517,0.46963,0.31743,0.41326,0.38309,0.47034,0.48723,0.18753,0.30344,0.45359,0.31914,0.32073,0.45431,
0.33245,0.39113,0.59314,0.43296,0.31023,0.38173,0.42347,0.48517,0.48989,0.3309,0.37513,0.34136,0.42477,0.43028,0.2432,0.37291,0.32313,0.3292,0.28552,0.48302,0.36389,0.472,0.46547,0.40688,0.48182,0.36873,0.30863,0.47608,
0.84399,1.0014,1.7833,1.099,1.0026,0.96339,1.0209,1.1748,0.87573,0.8341,1.1023,0.91405,1.0714,1.1909,0.75581,0.96789,0.9248,0.82369,0.93886,1.1133,1.1003,1.1812,1.0897,0.94888,1.2089,0.92673,0.85289,1.2258,
0.67791,0.8097,1.5217,0.87803,0.83054,0.70403,0.8268,0.89852,0.59892,0.61207,0.96237,0.72174,0.8635,0.99504,0.63611,0.7921,0.75775,0.632,0.78965,0.80601,0.88118,0.92354,0.89414,0.76443,0.95781,0.72148,0.71259,0.94465,
0.34454,0.4267,0.69617,0.47319,0.45106,0.37819,0.46527,0.48098,0.34511,0.33477,0.45701,0.39579,0.4883,0.4857,0.31931,0.37606,0.34273,0.3275,0.39065,0.44185,0.44494,0.45178,0.54586,0.40379,0.48782,0.38962,0.35845,0.49379,
0.78117,0.94777,1.6326,1.0416,0.96831,0.84514,1.0038,1.0728,0.77908,0.74065,1.0492,0.8612,1.0477,1.1112,0.71357,0.88119,0.8195,0.74096,0.87735,0.98561,0.99961,1.0508,1.1318,0.9036,1.108,0.86054,0.80733,1.1075,
0.73996,0.81167,1.7607,0.86758,0.79072,0.87307,0.68958,0.98334,0.68024,0.72591,0.98986,0.71873,0.73239,1.0855,0.66967,0.94922,1.0146,0.74292,0.87849,0.94564,1.029,1.1394,0.53638,0.75264,1.0721,0.75699,0.7366,1.072,
1.2409,1.4075,3.0059,1.5041,1.4212,1.3776,1.2823,1.6334,1.0359,1.1649,1.7666,1.2493,1.3606,1.8496,1.1647,1.5324,1.5689,1.2003,1.4877,1.5179,1.7052,1.8227,1.1619,1.2927,1.7767,1.2774,1.2788,1.7817,
0.393,0.46503,0.92261,0.49809,0.46316,0.38583,0.46922,0.50736,0.32912,0.33454,0.58292,0.40324,0.48616,0.58749,0.36879,0.46701,0.4433,0.35778,0.45435,0.44593,0.5009,0.53691,0.49768,0.44151,0.55295,0.40552,0.41685,0.53704,
0.36411,0.46512,0.71885,0.51585,0.48685,0.36391,0.53779,0.50208,0.3637,0.32978,0.50219,0.4246,0.55715,0.51494,0.338,0.38243,0.32008,0.32993,0.4004,0.44343,0.44287,0.44819,0.67153,0.44884,0.50858,0.41272,0.38765,0.50443,
0.36244,0.43281,0.79124,0.4719,0.43882,0.39086,0.44429,0.49126,0.34548,0.33977,0.49769,0.38967,0.46462,0.52273,0.33312,0.41819,0.39711,0.34387,0.4123,0.45119,0.46975,0.49757,0.48141,0.40968,0.5148,0.39153,0.37498,0.51405,
0.42583,0.54854,0.85094,0.61678,0.65416,0.48185,0.61513,0.60227,0.36349,0.43342,0.57478,0.53527,0.66097,0.60745,0.43091,0.44148,0.40516,0.40561,0.53319,0.54253,0.59404,0.52949,0.76152,0.49544,0.59863,0.50387,0.46065,0.62533,
0.42524,0.50684,0.9036,0.55762,0.52109,0.49495,0.51665,0.59678,0.43043,0.42932,0.55659,0.46944,0.54687,0.60072,0.38719,0.48209,0.46158,0.41777,0.48163,0.56805,0.56668,0.59408,0.55419,0.4731,0.60966,0.47168,0.43148,0.62698,
0.65783,0.76123,1.4101,0.84022,0.79834,0.84183,0.72244,0.94206,0.67552,0.71833,0.81533,0.72355,0.7809,0.92119,0.59859,0.7673,0.78502,0.67971,0.7692,0.93302,0.93164,0.97047,0.6995,0.69237,0.95684,0.73483,0.65002,1.0082,
0.47605,0.54827,1.1071,0.58842,0.54114,0.50742,0.52355,0.62437,0.42431,0.43237,0.67043,0.48034,0.54638,0.70252,0.43808,0.58222,0.58123,0.45232,0.55368,0.57099,0.62639,0.68177,0.50994,0.51809,0.678,0.49223,0.49106,0.66553,
0.35848,0.42188,0.77319,0.45503,0.38737,0.35379,0.43434,0.46941,0.36877,0.3057,0.49387,0.35837,0.43999,0.51692,0.31173,0.42986,0.40374,0.32993,0.38275,0.4209,0.4269,0.49344,0.46428,0.42044,0.50673,0.37189,0.36716,0.47888,
0.66333,0.91868,1.0964,1.0374,0.96034,0.5774,1.2082,0.93361,0.74705,0.55899,0.90968,0.83899,1.2304,0.9046,0.60404,0.60826,0.38214,0.55892,0.66474,0.78244,0.7026,0.69092,1.6904,0.92343,0.90544,0.79348,0.72565,0.87545,
0.77192,0.91591,1.7525,1.0006,1.0127,0.87814,0.89662,1.042,0.63029,0.75738,1.07,0.85182,0.96255,1.1357,0.75474,0.90683,0.91877,0.74913,0.96422,0.95776,1.0899,1.0776,0.92991,0.82861,1.0992,0.84004,0.81101,1.1204,
0.41648,0.49298,0.89416,0.54086,0.50986,0.47895,0.49397,0.57504,0.40763,0.41342,0.54833,0.45329,0.52216,0.59388,0.38257,0.48354,0.47477,0.40781,0.48193,0.54163,0.55865,0.58499,0.51915,0.4611,0.5962,0.45663,0.42454,0.60487,
0.79518,0.99266,1.5879,1.0956,0.99982,0.80889,1.1158,1.093,0.82805,0.72282,1.0778,0.89395,1.1508,1.1208,0.71752,0.86311,0.7468,0.73073,0.85697,0.98152,0.96108,1.0166,1.3439,0.96693,1.1176,0.88604,0.83077,1.1011,
0.47057,0.5559,0.90905,0.6121,0.48838,0.53114,0.58792,0.66897,0.60202,0.46037,0.57163,0.49175,0.5994,0.63474,0.37744,0.53474,0.48305,0.46008,0.45486,0.64877,0.55304,0.66176,0.64002,0.55806,0.67741,0.51717,0.45493,0.67252,
0.57696,0.65405,1.3634,0.70283,0.65968,0.65858,0.59643,0.76991,0.50875,0.5566,0.79662,0.58579,0.63362,0.84935,0.53516,0.71072,0.73154,0.56604,0.68662,0.72537,0.79468,0.8522,0.53982,0.60265,0.82908,0.60111,0.58796,0.83512,
0.2632,0.31114,0.59668,0.34084,0.34747,0.3101,0.30102,0.36005,0.21741,0.26685,0.35918,0.29315,0.32575,0.38519,0.25761,0.30812,0.31522,0.25965,0.33058,0.33639,0.37847,0.37171,0.30727,0.27835,0.37649,0.28901,0.27459,0.38927,
