equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.75244,0.82542,0.87498,0.99977,0.827,0.97862,0.87825,0.91331,0.80522,0.86161,0.91739,0.88329,0.81053,0.78702,0.83859,0.80354,0.87649,0.67415,0.83193,0.93142,0.85208,0.88836,0.60443,0.87075,0.86737,0.84503,0.91553,0.86242,
0.34411,0.35695,0.35795,0.37483,0.3486,0.35194,0.3771,0.39282,0.37253,0.39924,0.36161,0.37277,0.37611,0.36942,0.40002,0.3964,0.40428,0.35668,0.34716,0.35517,0.40757,0.43262,0.30309,0.4101,0.36372,0.36018,0.34665,0.41625,
0.50442,0.55157,0.54252,0.5289,0.56312,0.51448,0.57273,0.54157,0.51827,0.53893,0.52697,0.54006,0.53258,0.55715,0.51895,0.51871,0.54306,0.39932,0.52059,0.51846,0.60289,0.62528,0.41395,0.53918,0.49698,0.56893,0.56608,0.59228,
0.36932,0.41004,0.4061,0.37759,0.41286,0.36927,0.41153,0.4151,0.40042,0.40358,0.39791,0.40126,0.40615,0.41183,0.38955,0.41098,0.4032,0.33116,0.39363,0.37242,0.43093,0.44597,0.31989,0.40447,0.36926,0.42663,0.42082,0.42786,
0.37308,0.39976,0.3778,0.37355,0.41607,0.358,0.41236,0.38041,0.37281,0.4005,0.36366,0.36803,0.39255,0.40593,0.38448,0.37395,0.39931,0.29106,0.36731,0.36885,0.43959,0.45283,0.29266,0.40006,0.34926,0.40447,0.38842,0.405,
0.76066,0.85316,0.87231,0.81029,0.83531,0.79511,0.84037,0.92491,0.87942,0.86609,0.87796,0.87122,0.87208,0.84827,0.84589,0.92689,0.86478,0.7954,0.84881,0.78893,0.86602,0.90142,0.7028,0.87515,0.81068,0.8951,0.89288,0.89643,
0.77249,0.88814,0.93859,0.91601,0.8732,0.91477,0.88596,0.97301,0.89173,0.87276,0.9608,0.9354,0.87743,0.85532,0.84358,0.91506,0.87746,0.76012,0.90141,0.87969,0.8708,0.90256,0.69542,0.8768,0.86737,0.94025,0.99092,0.91767,
0.26959,0.29921,0.33125,0.32863,0.27595,0.32157,0.31315,0.35763,0.32272,0.31507,0.34275,0.35481,0.30616,0.30127,0.3176,0.34409,0.32495,0.30708,0.31382,0.30759,0.32273,0.34701,0.26912,0.32479,0.32498,0.31874,0.33521,0.38013,
0.74907,0.81005,0.85439,0.94263,0.79738,0.914,0.86463,0.90343,0.81155,0.85955,0.88522,0.88031,0.81018,0.79637,0.84769,0.82897,0.87739,0.71145,0.81338,0.88107,0.87126,0.91813,0.63444,0.87506,0.85148,0.8312,0.87521,0.90891,
0.8004,0.90191,0.88894,0.82572,0.92241,0.81649,0.89965,0.88763,0.85444,0.85875,0.86765,0.86191,0.87365,0.89273,0.81678,0.85936,0.85465,0.66238,0.86046,0.8195,0.92559,0.94856,0.66999,0.85281,0.78892,0.94066,0.94056,0.89656,
