equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
-2.76E-15,3.81E-16,2.85E-16,3.34E-16,2.25E-15,-4.61E-17,-4.88E-16,-4.73E-31,8.23E-16,-2.37E-20,-9.44E-16,1.62E-16,1.84E-15,5.74E-15,-1.38E-15,1.38E-15,-3.82E-16,4.75E-15,1.37E-15,2.00E-15,3.77E-16,-2.74E-15,-1.75E-15,-2.45E-16,4.07E-16,-7.28E-16,5.92E-16,3.91E-15,
-3.09E-14,-7.04E-15,-3.75E-15,-5.93E-15,7.43E-13,-1.39E-11,4.01E-11,1.47E-29,9.20E-12,-4.47E-19,3.10E-14,-2.39E-15,-2.44E-14,-1.22E-13,5.10E-14,-3.25E-14,3.94E-13,8.82E-13,-1.86E-14,-4.28E-14,-8.54E-15,-1.06E-13,-1.22E-13,3.92E-13,-8.51E-15,3.41E-14,-1.07E-14,9.55E-13,
-0.4353,0.14517,0.097806,0.13399,0.66212,-0.076546,1.1339,-7.32E-18,-1.1698,-3.50E-05,0.034242,0.0789,0.97459,1.9036,0.11547,0.37304,-0.12387,1.3135,0.71997,0.59331,0.097718,-0.80076,-0.54355,-0.069783,0.12651,0.23565,0.17843,1.1581,
-1.3639,0.12067,0.097151,0.10186,1.0108,-0.023138,1.5558,-2.51E-16,-1.9355,7.65E-06,-0.5278,0.040954,0.42037,1.9788,-0.80715,0.52209,-0.1486,2.0198,0.31991,0.7292,0.14594,-1.2168,-0.82733,-0.094839,0.14557,-0.52843,0.21519,1.6701,
-3.8157,-0.079252,-0.073255,-0.029463,18.183,0.070458,728.81,1.12E-15,7.6783,-0.0001479,2.5169,0.068865,1.2436,-3.0296,4.1489,-1.2278,4.61,20.791,0.87585,-1.4074,-0.34833,-10.813,-11.222,5.1839,-0.25317,3.2545,-0.35091,23.248,
796.76,-0.034371,-0.44441,-0.033642,4.3803,-1.79E+05,-49.099,5.93E-17,-112.24,-2.11E-05,0.1377,-0.0072957,-0.11929,2.3549,-0.55201,0.77651,774.39,5.9119,-0.088068,0.32747,-0.039747,1271.7,1222.4,689.47,-0.041583,-0.51924,-0.46777,5.1304,
-1.02E-15,-8.69E-18,1.13E-17,-1.84E-17,4.01E-16,-1.03E-17,-9.07E-17,-2.66E-31,1.60E-16,4.22E-20,-6.08E-16,-3.16E-17,-4.83E-16,3.19E-16,-9.92E-16,2.09E-16,-3.50E-17,8.56E-16,-3.47E-16,2.22E-16,6.47E-17,-4.78E-16,-3.05E-16,-3.28E-17,3.65E-17,-8.04E-16,6.21E-17,6.21E-16,
-0.63521,0.27948,0.18644,0.2588,1.0723,-0.019941,-0.23598,7.77E-18,0.38816,-7.07E-05,0.1157,0.1541,1.9111,3.6308,0.30233,0.69968,-0.22386,2.2446,1.411,1.1212,0.18233,-1.3117,-0.83922,-0.13043,0.23994,0.51781,0.33709,1.9546,
5.6073,0.051781,1.388,0.051218,589.31,-1.21E+05,-114.49,-1.08E-16,-16016,1.35E-05,-0.25108,0.008768,0.14288,-3.4223,2.058,-1.1203,367.85,735.3,0.10631,0.25995,0.066016,9.4024,9.1985,359.37,0.066219,1.8349,1.4136,773.76,
2.9181,0.093284,0.011775,0.11683,-1.0051,-0.22183,-0.42514,7.85E-16,1.4491,-0.00014125,1.8193,0.13028,1.8855,-0.058572,2.9926,-0.44552,0.064011,-2.0835,1.3626,-0.38145,-0.14632,1.2024,0.80241,0.073837,-0.049272,2.492,-0.10129,-1.4667,
