equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.92506,0.89421,0.8701,0.90002,0.89106,0.88747,0.91926,0.90253,0.90131,0.86927,0.87126,0.86752,0.91244,0.86307,0.85408,0.82317,0.84793,0.90345,0.87345,0.91058,0.94392,0.89031,0.98238,0.88998,0.8717,0.83926,0.8711,0.90334,
0.89442,0.86472,0.88785,0.88702,0.87362,0.84536,0.89747,0.87719,0.88143,0.86735,0.86566,0.86171,0.89224,0.86807,0.86029,0.85709,0.86351,0.8705,0.86254,0.86672,0.89521,0.89206,1.0225,0.8674,0.86592,0.86266,0.85972,0.90119,
0.42023,0.42292,0.47761,0.39803,0.44177,0.44814,0.40024,0.41252,0.3955,0.39762,0.39571,0.39479,0.37646,0.39131,0.41178,0.38311,0.39712,0.46858,0.38305,0.48878,0.47381,0.40445,0.38953,0.39281,0.40921,0.41231,0.39609,0.39304,
0.60959,0.53085,0.57843,0.53971,0.53661,0.53889,0.57867,0.55581,0.51748,0.52999,0.56078,0.54174,0.57564,0.57682,0.5367,0.59103,0.6299,0.49849,0.52998,0.48529,0.50527,0.5588,0.89484,0.54674,0.54187,0.5531,0.51907,0.62163,
0.9063,0.86103,0.90006,0.8774,0.87071,0.87272,0.84595,0.87732,0.82158,0.86673,0.87135,0.86788,0.84952,0.88696,0.86506,0.93481,0.93513,0.85332,0.86457,0.8562,0.85446,0.88522,0.93628,0.85351,0.88543,0.88899,0.84622,0.86709,
0.88216,0.87342,0.87716,0.88973,0.88049,0.86134,0.87273,0.87792,0.87519,0.86986,0.85759,0.86109,0.86919,0.85555,0.85857,0.84953,0.84387,0.89333,0.86633,0.90073,0.91694,0.88521,0.86222,0.86286,0.8717,0.85791,0.86269,0.8598,
0.89031,0.86294,0.89641,0.87433,0.85394,0.87782,0.85783,0.87346,0.85691,0.85658,0.85367,0.85417,0.85785,0.85702,0.85342,0.86668,0.86864,0.85045,0.86071,0.85288,0.86314,0.87382,0.88309,0.85339,0.87358,0.8602,0.84704,0.85409,
0.40488,0.39745,0.45659,0.4024,0.41079,0.39331,0.41536,0.39932,0.41034,0.40089,0.3987,0.39579,0.40263,0.40092,0.41018,0.39652,0.39879,0.41252,0.3893,0.41063,0.41718,0.4153,0.50499,0.3928,0.401,0.41611,0.39618,0.42211,
0.53277,0.52711,0.53369,0.5261,0.53931,0.52945,0.51244,0.52623,0.50739,0.51683,0.51185,0.5131,0.50525,0.5108,0.51362,0.51225,0.5143,0.55357,0.51082,0.56602,0.56551,0.52435,0.49548,0.51184,0.52185,0.51497,0.51157,0.50614,
1.0959,0.987,1.1045,0.88268,0.87942,1.2247,0.88308,0.99756,0.86287,0.85593,0.91021,0.89725,0.87089,0.90668,0.895,0.9207,1.0257,0.86889,0.90955,0.90485,0.859,0.86742,0.82859,0.92139,0.98135,0.89484,0.86078,0.86223,
0.53195,0.51673,0.54245,0.52312,0.51393,0.52394,0.51682,0.52234,0.51572,0.51327,0.51132,0.51118,0.51468,0.51306,0.51285,0.51636,0.51808,0.513,0.51374,0.51428,0.52092,0.5245,0.54212,0.51077,0.52214,0.51679,0.50783,0.51523,
0.53546,0.52508,0.56391,0.52133,0.53049,0.53553,0.52535,0.52551,0.52146,0.51319,0.51162,0.51028,0.51362,0.51017,0.51807,0.50229,0.51097,0.53997,0.50755,0.54672,0.55037,0.5254,0.55767,0.51195,0.52127,0.51894,0.51016,0.52137,
0.69436,0.62598,0.75428,0.5193,0.52513,0.83725,0.5539,0.6234,0.5563,0.49937,0.54185,0.53159,0.52868,0.52584,0.54421,0.49236,0.59077,0.53409,0.54282,0.56481,0.5302,0.50742,0.48322,0.56459,0.60282,0.52749,0.5174,0.51733,
0.41666,0.3907,0.37427,0.40149,0.39461,0.39327,0.3729,0.40065,0.35641,0.39374,0.39715,0.39642,0.38231,0.40612,0.38446,0.43898,0.43734,0.38397,0.39709,0.3879,0.38555,0.39876,0.38726,0.38907,0.40271,0.39639,0.38223,0.38333,
