equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.40732,0.39597,0.40288,0.40442,0.40995,0.40263,0.40522,0.41708,0.41945,0.40192,0.40633,0.40409,0.40327,0.39584,0.40667,0.39447,0.39822,0.40094,0.41583,0.39956,0.41023,0.41185,0.38728,0.39691,0.39987,0.40389,0.4136,0.4098,
0.42803,0.42032,0.38007,0.41049,0.43471,0.40357,0.43633,0.41803,0.45242,0.39438,0.39919,0.39955,0.41854,0.41167,0.40197,0.39634,0.40998,0.39183,0.38605,0.40366,0.42265,0.40371,0.6297,0.42158,0.40149,0.40516,0.39124,0.41901,
0.54226,0.54452,0.5341,0.53141,0.54825,0.53232,0.53609,0.53558,0.53342,0.53016,0.5372,0.5294,0.53251,0.52429,0.54111,0.51927,0.53233,0.52363,0.55105,0.53118,0.53462,0.52575,0.58097,0.53023,0.53071,0.53443,0.5432,0.53376,
0.93379,0.88946,0.85806,0.93628,0.92784,0.91238,0.93862,0.98966,1.0236,0.91634,0.91812,0.9249,0.92714,0.92007,0.91329,0.93816,0.9273,0.92265,0.90864,0.91197,0.95185,0.98372,0.93635,0.93812,0.92219,0.92148,0.92996,0.95946,
0.39536,0.39453,0.39686,0.39404,0.39197,0.39502,0.38632,0.39863,0.38902,0.39237,0.39772,0.39214,0.38817,0.38923,0.39526,0.40362,0.40545,0.38917,0.39693,0.39234,0.38738,0.39929,0.39222,0.40395,0.40464,0.39357,0.39905,0.39354,
0.88366,0.87396,0.86669,0.87085,0.89351,0.86937,0.86766,0.87778,0.85649,0.87455,0.88607,0.87017,0.86799,0.85627,0.89306,0.85526,0.87485,0.86339,0.92326,0.87476,0.87206,0.86313,0.87915,0.86609,0.87064,0.88065,0.90504,0.87315,
0.8895,0.86178,0.86591,0.87611,0.9051,0.87014,0.88894,0.9018,0.91211,0.87283,0.88224,0.87624,0.88055,0.85632,0.88986,0.83302,0.85057,0.8686,0.92066,0.86886,0.89885,0.88068,0.87184,0.84647,0.8524,0.8798,0.90457,0.89031,
0.89092,0.93647,0.88344,0.88778,0.88043,0.88922,0.86931,0.89893,0.8777,0.89028,0.89465,0.88238,0.87478,0.87882,0.89522,0.91434,0.91466,0.87936,0.89522,0.88489,0.87135,0.90168,0.87245,0.91117,0.91201,0.88632,0.90033,0.88631,
0.91223,0.88646,0.87522,0.88969,0.9249,0.88411,0.92345,0.91585,0.9641,0.868,0.87958,0.88022,0.90037,0.87846,0.8818,0.85014,0.86982,0.86658,0.87669,0.87294,0.91647,0.89316,1.0848,0.88064,0.86876,0.88151,0.87869,0.9074,
0.39594,0.39807,0.39046,0.39255,0.39595,0.39177,0.3921,0.40185,0.40288,0.3903,0.39371,0.39074,0.39054,0.38658,0.39405,0.39038,0.39329,0.38787,0.39713,0.38862,0.394,0.39861,0.39701,0.39301,0.39356,0.3913,0.39749,0.39586,
