equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.53329,0.52386,0.51999,0.53299,0.53132,0.51638,0.58502,0.50575,0.56881,0.51494,0.51679,0.53348,0.51887,0.51777,0.51818,0.54153,0.52042,0.51684,0.50968,0.53741,0.51531,0.56073,0.53523,0.53832,0.52679,0.52754,0.5139,0.553,
0.90076,0.88736,0.90548,0.87223,0.91431,0.90507,0.89016,0.86404,0.86715,0.88419,0.8903,0.91244,0.87155,0.87217,0.89323,0.8426,0.8865,0.86153,0.86522,0.86711,0.86402,0.88465,0.87037,0.87155,0.87285,0.87978,0.90447,0.87253,
0.54196,0.5309,0.55925,0.52496,0.53959,0.53791,0.53036,0.54451,0.53201,0.52931,0.53305,0.54362,0.53093,0.52922,0.53739,0.51922,0.55003,0.5253,0.53471,0.52242,0.54346,0.53614,0.54281,0.52564,0.52835,0.53216,0.53464,0.53164,
0.90536,0.89285,0.86139,0.89922,0.92474,0.90418,0.9493,0.84053,0.91027,0.89049,0.89457,0.92726,0.87313,0.87379,0.892,0.8676,0.85444,0.88795,0.87651,0.89808,0.84761,0.91562,0.9214,0.8958,0.88573,0.89431,0.94774,0.90402,
0.8947,0.87989,0.86208,0.87134,0.91195,0.90751,0.8752,0.87101,0.85901,0.88571,0.89302,0.90907,0.86399,0.86645,0.89611,0.83075,0.84536,0.86612,0.87351,0.86216,0.86778,0.86849,0.8923,0.86587,0.86561,0.87604,0.90228,0.8657,
0.53093,0.52278,0.52337,0.51474,0.5369,0.53204,0.52929,0.51425,0.51799,0.52009,0.52417,0.53326,0.51266,0.51398,0.52762,0.50208,0.51298,0.5021,0.50494,0.5118,0.51525,0.52283,0.50445,0.51611,0.51398,0.51732,0.51046,0.51812,
0.91376,0.90482,0.87467,0.87485,0.83711,0.87809,0.82826,1.1143,0.94708,0.88086,0.88737,0.90234,0.90222,0.8937,0.9457,0.9169,0.87677,0.86503,0.95242,0.85956,1.1039,0.87584,0.89324,0.87496,0.89721,0.91483,0.91561,0.9098,
0.53405,0.52985,0.51201,0.51953,0.50807,0.51512,0.52688,0.58547,0.55737,0.51486,0.5173,0.53394,0.52163,0.51827,0.53899,0.53461,0.51269,0.50644,0.5327,0.51604,0.58641,0.53102,0.51561,0.52123,0.52522,0.53219,0.54298,0.53795,
0.40685,0.40118,0.39812,0.39545,0.40951,0.40728,0.40242,0.40031,0.39786,0.39925,0.40204,0.41158,0.39363,0.39387,0.40589,0.38463,0.39158,0.3896,0.39433,0.39258,0.40026,0.39948,0.39621,0.39483,0.39503,0.39898,0.40878,0.39723,
0.52458,0.51466,0.53291,0.51396,0.52573,0.52071,0.52464,0.51549,0.51999,0.51396,0.51666,0.53299,0.51338,0.51115,0.51827,0.50334,0.52679,0.51851,0.52304,0.5123,0.5156,0.52441,0.5439,0.51224,0.51391,0.51887,0.54714,0.51871,
0.55649,0.53497,0.84101,0.50623,0.54612,0.5358,0.49737,0.52908,0.48923,0.52585,0.5266,0.55347,0.57594,0.56046,0.51402,0.52106,0.80979,0.55387,0.55987,0.51522,0.52334,0.56508,0.56155,0.51577,0.54748,0.53936,0.58069,0.51709,
0.53176,0.52491,0.53259,0.52216,0.51973,0.52293,0.51469,0.55849,0.53286,0.52139,0.52273,0.54948,0.52405,0.51822,0.53278,0.51282,0.53207,0.53914,0.5583,0.51792,0.55524,0.52586,0.57813,0.51505,0.52558,0.53594,0.61963,0.5264,
0.52087,0.50288,0.51682,0.52506,0.5179,0.51129,0.54356,0.52433,0.54716,0.51157,0.5147,0.5231,0.51764,0.51452,0.51154,0.525,0.51862,0.54133,0.54339,0.52559,0.52587,0.53869,0.60739,0.52325,0.51719,0.52153,0.51934,0.53897,
0.52492,0.51886,0.5282,0.51695,0.51652,0.51759,0.51025,0.54137,0.52278,0.51595,0.51669,0.54768,0.51708,0.5108,0.52437,0.5023,0.52785,0.5378,0.55378,0.51306,0.53819,0.52009,0.57905,0.50819,0.51961,0.53058,0.63457,0.51823,
