equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.53977,0.52773,0.52368,0.52559,0.53238,0.5334,0.54313,0.52628,0.52309,0.53516,0.53051,0.52959,0.51404,0.51061,0.55173,0.50854,0.52176,0.52348,0.5296,0.51948,0.52484,0.51742,0.54422,0.51641,0.52192,0.51647,0.52766,0.52185,
0.90133,0.88928,0.90769,0.89078,0.90021,0.8721,0.87509,0.90137,0.88447,0.87299,0.89116,0.86757,0.87067,0.88187,0.89101,0.86124,0.85828,0.93878,0.87329,0.85443,0.88033,0.88889,0.96076,0.86868,0.87206,0.86337,0.89512,0.87128,
0.42989,0.45352,0.40594,0.44168,0.3429,0.44328,0.43626,0.42636,0.42936,0.41812,0.39753,0.41714,0.39049,0.40869,0.41788,0.42622,0.43081,0.41878,0.38903,0.4329,0.432,0.41452,0.48021,0.44337,0.44792,0.4245,0.39062,0.43165,
0.55039,0.517,0.55215,0.52892,0.52787,0.52182,0.51474,0.5294,0.52233,0.5223,0.53585,0.52602,0.52371,0.53234,0.55203,0.50858,0.50592,0.5571,0.52075,0.51247,0.52132,0.52586,0.52294,0.50884,0.51257,0.51489,0.55857,0.51618,
0.39795,0.43332,0.41991,0.39445,0.406,0.49969,0.4103,0.42008,0.43697,0.40477,0.40561,0.40081,0.39666,0.41098,0.3951,0.40684,0.4924,0.41696,0.40689,0.38361,0.41707,0.41113,0.4568,0.41841,0.43874,0.40831,0.40478,0.4156,
0.4579,0.40158,0.416,0.44626,0.38797,0.38379,0.40738,0.40826,0.39643,0.40501,0.41617,0.42421,0.39946,0.41413,0.40738,0.40521,0.35848,0.41955,0.38933,0.46308,0.40225,0.40533,0.37258,0.40681,0.39944,0.42162,0.41423,0.40032,
0.42566,0.42436,0.39089,0.44009,0.342,0.39797,0.41321,0.40867,0.40435,0.39683,0.38403,0.39978,0.37446,0.39787,0.36816,0.4105,0.38183,0.40656,0.36898,0.44033,0.40827,0.39823,0.43361,0.42352,0.41962,0.41265,0.36717,0.4079,
0.40392,0.39524,0.39685,0.37945,0.43624,0.46134,0.39069,0.39582,0.39988,0.38653,0.41816,0.40966,0.39382,0.38597,0.42198,0.37766,0.44628,0.38904,0.40322,0.40592,0.38321,0.39277,0.40645,0.38161,0.39637,0.40162,0.40455,0.3806,
0.40827,0.38766,0.42338,0.39229,0.39461,0.40226,0.3883,0.39787,0.39912,0.39791,0.39739,0.38893,0.39351,0.40611,0.40249,0.38322,0.39207,0.42027,0.39521,0.36758,0.39651,0.39452,0.37957,0.38343,0.38945,0.38165,0.42494,0.39316,
0.9917,0.86931,0.93672,0.87088,0.92592,0.92279,0.91119,0.8834,0.86501,0.92941,0.98891,0.99711,0.94086,0.87784,1.2486,0.8384,0.87729,0.90384,0.94096,0.90925,0.88349,0.89205,0.85641,0.83083,0.85087,0.89683,1.0676,0.87285,
0.83936,0.938,0.84786,0.87469,0.90112,0.85166,0.85627,0.92297,0.87829,0.82094,0.87986,0.83706,0.84978,0.83243,0.90137,0.85861,0.86562,0.96,0.84078,0.83585,0.86813,0.9025,1.2261,0.87984,0.87826,0.85539,0.81174,0.85345,
0.41771,0.39845,0.40509,0.41146,0.39744,0.37318,0.43719,0.40072,0.39919,0.43287,0.395,0.39956,0.39193,0.39405,0.40876,0.39216,0.36791,0.39678,0.41434,0.38338,0.41274,0.39125,0.38441,0.39825,0.39678,0.38505,0.40554,0.41173,
0.51583,0.58065,0.56317,0.47066,0.53712,0.8684,0.51456,0.54123,0.60864,0.51317,0.55511,0.55969,0.52629,0.54892,0.55785,0.5311,0.83604,0.50664,0.53983,0.52027,0.53962,0.53587,0.54779,0.55027,0.61904,0.56822,0.56455,0.54142,
0.54551,0.54975,0.5268,0.53957,0.54006,0.56193,0.53027,0.54343,0.53489,0.5169,0.5437,0.53759,0.51973,0.51961,0.54843,0.52227,0.54793,0.54678,0.51992,0.5511,0.52604,0.53519,0.60565,0.53193,0.53795,0.53854,0.51986,0.52163,
0.40787,0.40318,0.41611,0.40406,0.38156,0.40202,0.406,0.40425,0.40639,0.40741,0.39064,0.38868,0.38912,0.40436,0.39176,0.39363,0.39481,0.41711,0.3953,0.37412,0.40739,0.39692,0.40439,0.39905,0.40322,0.38635,0.40831,0.40516,
0.38967,0.43686,0.38462,0.40417,0.38835,0.39864,0.40128,0.42114,0.40411,0.38236,0.40015,0.39118,0.38708,0.37896,0.43318,0.39675,0.40228,0.43105,0.3827,0.38896,0.40313,0.41121,0.56053,0.40932,0.41035,0.39578,0.37429,0.39742,
0.40842,0.44169,0.38525,0.39157,0.39978,0.39774,0.40627,0.42281,0.3927,0.38926,0.43792,0.4322,0.41334,0.36594,0.5903,0.38599,0.39906,0.43562,0.40082,0.39638,0.40167,0.41998,0.60534,0.39457,0.39869,0.40269,0.42855,0.39249,
0.53841,0.5246,0.52827,0.5248,0.51911,0.54877,0.53141,0.52303,0.52586,0.52671,0.52338,0.52367,0.50857,0.51698,0.52591,0.50942,0.53304,0.52335,0.51956,0.52017,0.52195,0.51474,0.52212,0.51714,0.52534,0.51745,0.52532,0.5197,
0.53918,0.5208,0.53087,0.52068,0.63129,0.5489,0.5434,0.53792,0.52894,0.53563,0.56098,0.53567,0.53262,0.51576,0.53017,0.50633,0.54158,0.53282,0.55969,0.53245,0.51796,0.53016,0.55441,0.50873,0.51425,0.5256,0.52739,0.51332,
0.56091,0.51785,0.52393,0.54827,0.54883,0.5011,0.5381,0.52748,0.51303,0.52985,0.5394,0.53627,0.51676,0.51633,0.52897,0.51147,0.48307,0.52995,0.52509,0.55922,0.51745,0.5204,0.5206,0.51525,0.51028,0.52777,0.52172,0.51413,
0.91021,0.89148,0.86874,0.89236,0.93334,0.85067,1.0128,0.88676,0.88741,0.9872,0.88794,0.89945,0.87202,0.84405,0.94253,0.86191,0.84894,0.83745,0.95567,0.84363,0.91961,0.86072,0.88275,0.88155,0.88432,0.85193,0.88138,0.91885,
1.0378,0.90593,0.89012,0.97488,0.91104,1.0025,0.89904,0.89911,0.88539,0.87572,0.9766,1.0081,0.89625,0.89681,0.98498,0.8943,0.9198,0.87221,0.87271,1.1336,0.86859,0.89909,0.83019,0.90234,0.9087,0.99385,0.91707,0.86656,
0.90304,0.8557,0.89587,0.8657,1.2207,0.87989,0.93232,0.91901,0.88234,0.91887,0.98829,0.90636,0.92721,0.861,0.89281,0.83854,0.88436,0.90935,1.0001,0.89039,0.86271,0.90643,0.95941,0.83228,0.83211,0.87829,0.89156,0.851,
0.53956,0.5199,0.51963,0.51978,0.53408,0.547,0.52918,0.51954,0.51814,0.52228,0.532,0.53078,0.51048,0.50791,0.54544,0.50268,0.53001,0.51562,0.52203,0.52989,0.51395,0.51269,0.52616,0.50929,0.51723,0.5193,0.52507,0.51113,
0.42023,0.40333,0.41366,0.4118,0.40248,0.40154,0.39402,0.40848,0.40063,0.39349,0.40873,0.40205,0.39637,0.40402,0.40838,0.39347,0.38932,0.42539,0.39206,0.40722,0.39799,0.40431,0.42244,0.39617,0.39728,0.40055,0.41019,0.39422,
