equip0,equip1,equip2,equip3,equip4,equip5,equip6,equip7,equip8,equip9,equip10,equip11,equip12,equip13,equip14,equip15,equip16,equip17,equip18,equip19,equip20,equip21,equip22,equip23,equip24,equip25,equip26,equip27,deadline
0.54373,0.53164,0.52147,0.5355,0.5397,0.52439,0.53307,0.53016,0.53052,0.52957,0.52634,0.52518,0.52713,0.52095,0.52677,0.52314,0.51443,0.5276,0.5293,0.54373,0.52629,0.53331,0.52963,0.52967,0.52296,0.52387,0.53562,0.52381,
0.89819,0.88424,0.94414,0.88742,0.87663,0.92117,0.87315,0.89163,0.87961,0.86669,0.88047,0.88256,0.8768,0.88966,0.89984,0.86241,0.89945,0.89306,0.87432,0.87351,0.87664,0.88853,0.91176,0.87118,0.88315,0.87158,0.88311,0.87313,
0.42591,0.42,0.38118,0.42915,0.39112,0.42032,0.41409,0.41864,0.42507,0.40696,0.4023,0.41127,0.41421,0.405,0.4055,0.41633,0.41525,0.40974,0.40188,0.40806,0.41416,0.42419,0.38301,0.42356,0.41874,0.41283,0.40448,0.41385,
0.5385,0.52283,0.56763,0.52343,0.53511,0.55194,0.52085,0.52651,0.51428,0.52087,0.5301,0.52827,0.52229,0.52867,0.53802,0.51367,0.52942,0.52706,0.52234,0.5289,0.51957,0.52403,0.51318,0.51542,0.52497,0.52166,0.53179,0.5168,
0.40312,0.42536,0.40435,0.42096,0.39383,0.40439,0.40749,0.43425,0.44129,0.39118,0.40174,0.40346,0.40009,0.40815,0.44366,0.393,0.44133,0.43105,0.41668,0.39575,0.42252,0.42397,0.63687,0.40521,0.40877,0.39197,0.40837,0.41585,
0.42007,0.40949,0.40094,0.41248,0.41369,0.41125,0.40974,0.40905,0.40752,0.40733,0.40689,0.40698,0.40621,0.40124,0.40994,0.40398,0.40124,0.40493,0.40612,0.41711,0.406,0.41041,0.39935,0.40764,0.40605,0.40537,0.41215,0.40363,
0.41353,0.41073,0.38492,0.41749,0.37862,0.42104,0.40122,0.41251,0.41552,0.39343,0.39501,0.40403,0.40296,0.39893,0.4075,0.40355,0.41837,0.40352,0.39243,0.39204,0.40614,0.41395,0.40177,0.40969,0.41207,0.40228,0.39451,0.40471,
0.41114,0.39425,0.40088,0.39058,0.3991,0.45372,0.3878,0.40268,0.38168,0.38833,0.41121,0.41293,0.38937,0.38926,0.4465,0.38972,0.43164,0.3845,0.38823,0.39397,0.39819,0.38887,0.38655,0.3809,0.41337,0.40138,0.40319,0.38936,
0.40323,0.39646,0.4398,0.39931,0.40357,0.39528,0.39634,0.39642,0.39513,0.39481,0.39297,0.39067,0.39691,0.40428,0.38497,0.38694,0.38454,0.40647,0.39773,0.40044,0.39033,0.40089,0.40018,0.39467,0.3876,0.38913,0.39944,0.39181,
0.92288,0.88298,0.88214,0.8686,0.95217,0.95549,0.88639,0.89475,0.85397,0.89113,0.92832,0.91522,0.87174,0.86267,0.98928,0.86903,0.91691,0.86341,0.89658,0.92974,0.89156,0.86686,0.93271,0.85223,0.90086,0.89245,0.92995,0.86984,
